   0.00000000       1.74523834E-02  0.321706384       2.32888442E-02   5.32890558E-02
   0.00000000       3.48993763E-02  0.314746737       2.42721178E-02   5.42000048E-02
   0.00000000       5.23358546E-02  0.300934106       2.44855564E-02   5.36236688E-02
   0.00000000       6.97565079E-02  0.281714171       2.40391176E-02   5.18731177E-02
   0.00000000       8.71558040E-02  0.259686440       2.31582765E-02   4.94381860E-02
   0.00000000      0.104528420      0.237105116       2.20407434E-02   4.67539020E-02
   0.00000000      0.121869326      0.215381712       2.08278280E-02   4.41240929E-02
   0.00000000      0.139173105      0.195225134       1.96074713E-02   4.17259969E-02
   0.00000000      0.156434491      0.176876009       1.84229258E-02   3.96295413E-02
   0.00000000      0.173648104      0.160327584       1.73066743E-02   3.78472060E-02
   0.00000000      0.190808937      0.145430848       1.62606034E-02   3.63308787E-02
   0.00000000      0.207911655      0.132015362       1.52930152E-02   3.50243747E-02
   0.00000000      0.224951044      0.119917691       1.44055998E-02   3.38652357E-02
   0.00000000      0.241921902      0.108995907       1.35874711E-02   3.27908173E-02
   0.00000000      0.258818954       9.91452634E-02   1.28322989E-02   3.17654014E-02
   0.00000000      0.275637269       9.02901590E-02   1.21398047E-02   3.07847559E-02
   0.00000000      0.292371660       8.23533237E-02   1.14986943E-02   2.98580360E-02
   0.00000000      0.309016973       7.52627105E-02   1.09047657E-02   2.90208478E-02
   0.00000000      0.325568140       6.89399093E-02   1.03560882E-02   2.83199120E-02
   0.00000000      0.342020035       6.32924139E-02   9.84511618E-03   2.77940780E-02
   0.00000000      0.358367980       5.82307912E-02   9.37218592E-03   2.74753813E-02
   0.00000000      0.374606520       5.36620803E-02   8.93074740E-03   2.73661632E-02
   0.00000000      0.390731066       4.95100729E-02   8.52097757E-03   2.74459980E-02
   0.00000000      0.406736612       4.57088463E-02   8.13745242E-03   2.76597105E-02
   0.00000000      0.422618240       4.22178730E-02   7.78243784E-03   2.79352665E-02
   0.00000000      0.438371152       3.90051939E-02   7.45070400E-03   2.81784460E-02
   0.00000000      0.453990430       3.60556357E-02   7.14199757E-03   2.82970853E-02
   0.00000000      0.469471514       3.33620757E-02   6.85843034E-03   2.82126646E-02
   0.00000000      0.484809577       3.09083387E-02   6.59271656E-03   2.78593153E-02
   0.00000000      0.499999970       2.86823642E-02   6.34555239E-03   2.72107124E-02
   0.00000000      0.515038073       2.66633946E-02   6.11433480E-03   2.62713302E-02
   0.00000000      0.529919267       2.48295981E-02   5.90023585E-03   2.50827279E-02
   0.00000000      0.544638991       2.31532510E-02   5.70059475E-03   2.37088185E-02
   0.00000000      0.559192836       2.16089245E-02   5.51397726E-03   2.22309139E-02
   0.00000000      0.573576450       2.01756321E-02   5.33900503E-03   2.07346752E-02
   0.00000000      0.587785244       1.88386496E-02   5.17455209E-03   1.92982629E-02
   0.00000000      0.601815045       1.75917335E-02   5.02132019E-03   1.79844927E-02
   0.00000000      0.615661442       1.64283942E-02   4.87450231E-03   1.68274213E-02
   0.00000000      0.629320323       1.53524065E-02   4.73679882E-03   1.58435702E-02
   0.00000000      0.642787635       1.43617624E-02   4.60477080E-03   1.50203900E-02
   0.00000000      0.656058967       1.34572908E-02   4.48009279E-03   1.43333692E-02
   0.00000000      0.669130564       1.26325563E-02   4.36038431E-03   1.37444902E-02
